dish_id,food_id,grams,note,vai_tro
VN-CANH-MUOP,150,198.06,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-CAI-XANH,150,198.06,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
TM555-424,150,117.63,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
TM555-425,150,95.19,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
TM555-426,150,83.36,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
PHO-BO-GVTT-cá,150,169.33,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
CANH-RAU-MUONG-GVTT-cá,150,199.87,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
NUOC-CHAM-VCB-GVTT-cá,150,8.01,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-RAU-NGOT-GVTT-cá,150,199.61,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-RAU-DEN-GVTT-cá,150,199.61,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-BI-XANH-GVTT-cá,150,199.61,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-CAI-THAO-GVTT-cá,150,199.61,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-MUOP-GVTT-cá,150,199.61,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
VN-CANH-CAI-XANH-GVTT-cá,150,199.61,"Nước lã — bù khối lượng nước dùng/nước cháo ở lại trong bát. Lượng nước = serving_g đã R2 ký trừ tổng nguyên liệu hiện có, KHÔNG suy ra số mới. Hợp nhất hai quy ước ghi nước dùng mà DEC-095 §④ đã ghi nhận là chưa thống nhất (một số món ghi bằng metadata serving_g, một số ghi bằng dòng Nước lã). Nước lã mọi chỉ số = 0 nên KHÔNG đổi tổng dinh dưỡng — xem đính chính DEC-095 §②. [R2 chốt 2026-08-18]",
